District,Sector,Cell,Village,Activity,MIN,AVG,MAX
Muhanga,Kiyumba,Ndago,Rwezamenyo,,232,1474,5837
Muhanga,Kiyumba,Ndago,Sovu,,224,1769,4623
Muhanga,Kiyumba,Remera,,,180,1022,6406
Muhanga,Kiyumba,Remera,Cyakabiri,,251,1110,6406
Muhanga,Kiyumba,Remera,Kabuga,,216,954,5223
Muhanga,Kiyumba,Remera,Kagahina,,243,1074,5262
Muhanga,Kiyumba,Remera,Kagitaba,,254,1122,4930
Muhanga,Kiyumba,Remera,Nyanza,,243,1075,5769
Muhanga,Kiyumba,Remera,Sabusaro,,180,796,4915
Muhanga,Kiyumba,Ruhina,,,155,1400,5668
Muhanga,Kiyumba,Ruhina,Busumba,,362,2068,5435
Muhanga,Kiyumba,Ruhina,Gatwa,,326,2293,5543
Muhanga,Kiyumba,Ruhina,Kabimbura,,238,1322,4753
Muhanga,Kiyumba,Ruhina,Kabuga,,155,683,4392
Muhanga,Kiyumba,Ruhina,Kagitaba,,304,1345,5668
Muhanga,Kiyumba,Ruhina,Mubuga,,272,1348,4431
Muhanga,Kiyumba,Ruhina,Nundwe,,214,1453,5579
Muhanga,Kiyumba,Ruhina,Nyamirambo,,155,684,4070
Muhanga,Kiyumba,Rukeri,,,153,1449,6483
Muhanga,Kiyumba,Rukeri,Busindi,,240,1800,6315
Muhanga,Kiyumba,Rukeri,Gatwa,,313,1216,4778
Muhanga,Kiyumba,Rukeri,Kabuga,,223,1347,4678
Muhanga,Kiyumba,Rukeri,Matovu,,258,1640,4716
Muhanga,Kiyumba,Rukeri,Mubuga,,335,1304,6113
Muhanga,Kiyumba,Rukeri,Muduha,,222,862,3745
Muhanga,Kiyumba,Rukeri,Munini,,235,1920,6483
Muhanga,Kiyumba,Rukeri,Musagara,,153,1972,6451
Muhanga,Kiyumba,Rukeri,Nyamirambo,,252,982,6455
Muhanga,Muhanga,,,,164,1196,6792
Muhanga,Muhanga,Kanyinya,,,200,1243,6333
Muhanga,Muhanga,Kanyinya,Gakomeye,,200,879,5672
Muhanga,Muhanga,Kanyinya,Kanyungura,,278,1227,5891
Muhanga,Muhanga,Kanyinya,Mataba,,356,1569,6288
Muhanga,Muhanga,Kanyinya,Nyabugwiza,,220,970,5311
Muhanga,Muhanga,Kanyinya,Nyamitanga,,357,1572,6333
Muhanga,Muhanga,Nganzo,,,374,1609,6286
Muhanga,Muhanga,Nganzo,Kabingo,,381,1594,6286
Muhanga,Muhanga,Nganzo,Kagombero,,374,1565,5819
Muhanga,Muhanga,Nganzo,Masumo,,399,1669,6065
Muhanga,Muhanga,Nyamirama,,,209,1198,6747
Muhanga,Muhanga,Nyamirama,Cyurutare,,369,1632,6747
Muhanga,Muhanga,Nyamirama,Gahabwa,,214,947,5081
Muhanga,Muhanga,Nyamirama,Kantonganiye,,357,1579,6029
Muhanga,Muhanga,Nyamirama,Namankurwe,,224,988,5735
Muhanga,Muhanga,Nyamirama,Nyiramarangara,,253,1118,5898
Muhanga,Muhanga,Nyamirama,Rwabagenzi,,209,923,5403
Muhanga,Muhanga,Remera,,,164,1009,6792
Muhanga,Muhanga,Remera,Gisiza,,241,1064,6792
Muhanga,Muhanga,Remera,Kiyoro,,240,1058,5472
Muhanga,Muhanga,Remera,Muhanga,,189,836,5829
Muhanga,Muhanga,Remera,Munzereri,,304,1344,5842
Muhanga,Muhanga,Remera,Murama,,164,723,5320
Muhanga,Muhanga,Remera,Naganiro,,232,1026,5634
Muhanga,Muhanga,Tyazo,,,227,1010,5598
Muhanga,Muhanga,Tyazo,Gasaka,,232,1022,5598
Muhanga,Muhanga,Tyazo,Ruhuha,,227,998,4629
Muhanga,Mushishiro,,,,191,1826,8481
Muhanga,Mushishiro,Matyazo,,,191,1797,8481
Muhanga,Mushishiro,Matyazo,Cyarubambire,,250,1781,7782
Muhanga,Mushishiro,Matyazo,Gataba,,254,1845,7144
Muhanga,Mushishiro,Matyazo,Gitwa,,253,1487,7191
Muhanga,Mushishiro,Matyazo,Kabeza,,299,2312,8481
Muhanga,Mushishiro,Matyazo,Nyagasozi,,191,1560,5026
Muhanga,Mushishiro,Munazi,,,278,2040,6418
Muhanga,Mushishiro,Munazi,Kabadaha,,332,2238,4338
Muhanga,Mushishiro,Munazi,Kabare,,278,2197,6418
Muhanga,Mushishiro,Munazi,Kiyoro,,342,1857,5202
Muhanga,Mushishiro,Munazi,Rwinkindi,,401,1866,4990
Muhanga,Mushishiro,Nyagasozi,,,220,1978,6939
Muhanga,Mushishiro,Nyagasozi,Bandora,,220,1719,5607
Muhanga,Mushishiro,Nyagasozi,Gasharu,,293,2148,5494
Muhanga,Mushishiro,Nyagasozi,Gihara,,244,1791,6523
Muhanga,Mushishiro,Nyagasozi,Gisovu,,272,1982,5359
Muhanga,Mushishiro,Nyagasozi,Kanombe,,291,2172,5258
Muhanga,Mushishiro,Nyagasozi,Kibonwa,,238,2056,6939
Muhanga,Mushishiro,Rukaragata,,,232,1839,6972
Muhanga,Mushishiro,Rukaragata,Bitsibo,,309,1808,5177
Muhanga,Mushishiro,Rukaragata,Hanika,,315,1910,5303
Muhanga,Mushishiro,Rukaragata,Kamurekezi,,232,1665,6972
Muhanga,Mushishiro,Rukaragata,Kivumu,,271,2038,6532
Muhanga,Mushishiro,Rukaragata,Rugerero,,290,1775,6263
Muhanga,Mushishiro,Rwasare,,,217,1669,6781
Muhanga,Mushishiro,Rwasare,Bahimba,,217,1489,6181
Muhanga,Mushishiro,Rwasare,Kanyinya,,248,1849,6290
Muhanga,Mushishiro,Rwasare,Karucura,,258,1787,6781
Muhanga,Mushishiro,Rwasare,Rubona,,235,1549,4785
Muhanga,Mushishiro,Rwigerero,,,223,1613,7543
Muhanga,Mushishiro,Rwigerero,Gisovu,,223,965,5421
Muhanga,Mushishiro,Rwigerero,Nyamasheke,,241,1781,7543
Muhanga,Mushishiro,Rwigerero,Nyanza,,272,2386,6554
Muhanga,Mushishiro,Rwigerero,Rwuki,,231,1524,7074
Muhanga,Mushishiro,Rwigerero,Ryaruyange,,230,1409,6217
Muhanga,Nyabinoni,,,,170,1374,8331
Muhanga,Nyabinoni,Gashorera,,,201,1197,8082
Muhanga,Nyabinoni,Gashorera,Munyinya,,259,1295,8082
Muhanga,Nyabinoni,Gashorera,Muzamuzi,,283,1268,4988
Muhanga,Nyabinoni,Gashorera,Ndaragati,,201,977,7803
Muhanga,Nyabinoni,Gashorera,Ryakiyange,,252,1250,6057
Muhanga,Nyabinoni,Masangano,,,213,1350,6979
Muhanga,Nyabinoni,Masangano,Cyanika,,213,1274,6979
Muhanga,Nyabinoni,Masangano,Murambi,,257,1208,5222
Muhanga,Nyabinoni,Masangano,Ngaru,,250,1569,4664
Muhanga,Nyabinoni,Mbuga,,,217,1251,7808
Muhanga,Nyabinoni,Mbuga,Gitaba,,221,1107,7294
Muhanga,Nyabinoni,Mbuga,Karengeri,,268,1232,7192
Muhanga,Nyabinoni,Mbuga,Munini,,231,1044,7808
Muhanga,Nyabinoni,Mbuga,Murama,,217,1397,6879
Muhanga,Nyabinoni,Mbuga,Nyarusange,,340,1472,6381
Muhanga,Nyabinoni,Muvumba,,,170,1843,8331
Muhanga,Nyabinoni,Muvumba,Kondo,,334,1202,4682
Muhanga,Nyabinoni,Muvumba,Nyamugari,,221,2455,7426
Muhanga,Nyabinoni,Muvumba,Nyamure,,225,1442,6308
Muhanga,Nyabinoni,Muvumba,Nyanza,,170,2273,8331
Muhanga,Nyabinoni,Nyarusozi,,,189,1293,6788
Muhanga,Nyabinoni,Nyarusozi,Gitwa,,189,1418,6385
Muhanga,Nyabinoni,Nyarusozi,Kamahoro,,239,1005,6376
Muhanga,Nyabinoni,Nyarusozi,Kanombe,,254,1412,6788
Muhanga,Nyabinoni,Nyarusozi,Kanyamizo,,210,1231,6265
Muhanga,Nyabinoni,Nyarusozi,Mugeni,,239,1573,6319
Muhanga,Nyabinoni,Nyarusozi,Rusenge,,258,1119,3804
Muhanga,Nyamabuye,,,,263,2152,6541
Muhanga,Nyamabuye,Gifumba,,,263,2152,6541
Muhanga,Nyamabuye,Gifumba,Gisiza,,279,2237,3554
Muhanga,Nyamabuye,Gifumba,Kirebe,,292,2192,6541
Muhanga,Nyamabuye,Gifumba,Rutarabana,,263,2026,3173
Muhanga,Nyarusange,,,,156,845,6649
Muhanga,Nyarusange,Mbiriri,,,181,824,6005
Muhanga,Nyarusange,Mbiriri,Gasave,,195,860,5741
Muhanga,Nyarusange,Mbiriri,Gasharu,,184,813,5324
Muhanga,Nyarusange,Mbiriri,Gisasa,,181,801,4678
Muhanga,Nyarusange,Mbiriri,Karehe,,184,812,5917
Muhanga,Nyarusange,Mbiriri,Kintobo,,192,847,6005
Muhanga,Nyarusange,Mbiriri,Ntenderi,,186,821,5592
Muhanga,Nyarusange,Mbiriri,Nyarushora,,184,813,5472
Muhanga,Nyarusange,Musongati,,,173,846,6649
Muhanga,Nyarusange,Musongati,Cyiciro,,190,840,5669
Muhanga,Nyarusange,Musongati,Jabiro,,173,766,5801
Muhanga,Nyarusange,Musongati,Kagarama,,183,808,5559
Muhanga,Nyarusange,Musongati,Kamanga,,193,851,5128
Muhanga,Nyarusange,Musongati,Murambi,,183,809,6649
Muhanga,Nyarusange,Musongati,Ngororano,,227,1002,6075
Muhanga,Nyarusange,Ngaru,,,156,735,6240
Muhanga,Nyarusange,Ngaru,Gitega,,156,691,6240
Muhanga,Nyarusange,Ngaru,Kibirizi,,171,755,5916
Muhanga,Nyarusange,Ngaru,Remera,,178,785,6167
Muhanga,Nyarusange,Ngaru,Rukamiro,,161,711,5297
Muhanga,Nyarusange,Rusovu,,,190,988,5736
Muhanga,Nyarusange,Rusovu,Mututu,,248,1094,5391
Muhanga,Nyarusange,Rusovu,Rukurazo,,237,1042,5709
Muhanga,Nyarusange,Rusovu,Rwambariro,,223,983,5736
Muhanga,Nyarusange,Rusovu,Vugo,,190,834,5438
Muhanga,Rongi,,,,182,1680,9001
Muhanga,Rongi,Gasagara,,,221,2201,8607
Muhanga,Rongi,Gasagara,Fumbwe,,238,2450,8270
Muhanga,Rongi,Gasagara,Gasharu,,251,2051,6623
Muhanga,Rongi,Gasagara,Kidahwe,,236,2297,7562
Muhanga,Rongi,Gasagara,Murehe,,233,2037,8422
Muhanga,Rongi,Gasagara,Musenyi,,221,1874,8181
Muhanga,Rongi,Gasagara,Nyabugombe,,267,2496,8607
Muhanga,Rongi,Gasharu,,,185,2238,9001
Muhanga,Rongi,Gasharu,Birehe,,196,1866,7510
Muhanga,Rongi,Gasharu,Gituza,,198,2141,8337
Muhanga,Rongi,Gasharu,Kabirizi,,251,2499,8827
Muhanga,Rongi,Gasharu,Kabuga,,243,2729,8781
Muhanga,Rongi,Gasharu,Karama,,185,1826,9001
Muhanga,Rongi,Gasharu,Nyamiyaga,,214,2370,7838
Muhanga,Rongi,Karambo,,,211,1238,7139
Muhanga,Rongi,Karambo,Gifurwe,,229,1550,7139
Muhanga,Rongi,Karambo,Gitwa,,221,1081,6171
Muhanga,Rongi,Karambo,Nyabikenke,,242,1376,7064
Muhanga,Rongi,Karambo,Nyagasozi,,235,1138,6797
Muhanga,Rongi,Karambo,Rushenyi,,211,1044,4762
Muhanga,Rongi,Nyamirambo,,,202,1477,7306
Muhanga,Rongi,Nyamirambo,Gisoro,,358,1548,7108
Muhanga,Rongi,Nyamirambo,Kabakungu,,369,1593,7232
Muhanga,Rongi,Nyamirambo,Karambi,,299,1293,7062
Muhanga,Rongi,Nyamirambo,Masizi,,364,1572,7306
Muhanga,Rongi,Nyamirambo,Mugwato,,202,873,6797
Muhanga,Rongi,Nyamirambo,Ntarabana,,372,1608,7165
Muhanga,Rongi,Nyamirambo,Rugogwe,,388,1675,7191
Muhanga,Rongi,Nyamirambo,Rwamure,,383,1656,7200
Muhanga,Rongi,Ruhango,,,182,1302,8739
Muhanga,Rongi,Ruhango,Burerabana,,182,944,6643
Muhanga,Rongi,Ruhango,Jarama,,330,1457,4870
Muhanga,Rongi,Ruhango,Karama,,322,1421,5098
Muhanga,Rongi,Ruhango,Kondo,,225,1323,8540
Muhanga,Rongi,Ruhango,Muyebe,,250,1400,8739
Muhanga,Rongi,Ruhango,Nundwe,,327,1446,4653
Muhanga,Rongi,Ruhango,Rukoma,,237,1122,8557
Muhanga,Rugendabari,,,,204,1662,6855
Muhanga,Rugendabari,Gasave,,,274,1864,6855
Muhanga,Rugendabari,Gasave,Gakoma,,397,1602,3987
Muhanga,Rugendabari,Gasave,Gasharu,,295,1947,6841
Muhanga,Rugendabari,Gasave,Giturwa,,274,1793,4171
Muhanga,Rugendabari,Gasave,Nyagasozi,,414,2555,6855
Muhanga,Rugendabari,Gasave,Nyakibuye,,474,1859,5756
Muhanga,Rugendabari,Gasave,Nyamatete,,322,1429,4100
Muhanga,Rugendabari,Kanyana,,,209,1655,6418
Muhanga,Rugendabari,Kanyana,Gasovu,,236,1766,5968
Muhanga,Rugendabari,Kanyana,Kabuba,,209,1029,6044
Muhanga,Rugendabari,Kanyana,Muheta,,234,1794,6418
Muhanga,Rugendabari,Kanyana,Ntonde,,344,2029,4631
Muhanga,Rugendabari,Kibaga,,,257,1500,5678
Muhanga,Rugendabari,Kibaga,Buganda,,257,1134,5678
Muhanga,Rugendabari,Kibaga,Kiduha,,278,1570,4891
Muhanga,Rugendabari,Kibaga,Mataba,,318,1675,3678
Muhanga,Rugendabari,Kibaga,Njamena,,320,1620,3988
Muhanga,Rugendabari,Mpinga,,,204,1512,5045
Muhanga,Rugendabari,Mpinga,Buganda,,235,1344,4430
Muhanga,Rugendabari,Mpinga,Gisiza,,204,1299,4635
Muhanga,Rugendabari,Mpinga,Muheta,,448,1893,5045
Muhanga,Rugendabari,Nsanga,,,217,1643,6007
Muhanga,Rugendabari,Nsanga,Mpongo,,391,1833,3801
Muhanga,Rugendabari,Nsanga,Ngando,,217,1299,5818
Muhanga,Rugendabari,Nsanga,Nyundo,,421,1933,4483
Muhanga,Rugendabari,Nsanga,Rugwiza,,367,1661,4388
Muhanga,Rugendabari,Nsanga,Twabumbogo,,274,1492,6007
Muhanga,Shyogwe,,,,266,2182,6798
Muhanga,Shyogwe,Kinini,,,266,1118,6729
Muhanga,Shyogwe,Kinini,Gatare,,266,1118,6729
Muhanga,Shyogwe,Mbare,,,359,2396,6798
Muhanga,Shyogwe,Mbare,Gatare,,370,1600,6798
Muhanga,Shyogwe,Mbare,Nyabisindu,,359,2308,4366
Muhanga,Shyogwe,Mbare,Rubugurizo,,704,2924,4436
Muhanga,Shyogwe,Mbare,Rubuye,,491,2627,5777
Muhanga,Shyogwe,Mbare,Songa,,611,2523,4223
Muhanga,Shyogwe,Mubuga,,,452,2181,5539
Muhanga,Shyogwe,Mubuga,Gakomeye,,454,2069,4424
Muhanga,Shyogwe,Mubuga,Matsinsi,,452,1992,5539
Muhanga,Shyogwe,Mubuga,Rwamaraba,,540,2482,4299
Nyamagabe,Buruhukiro,,,,215,1244,7042
Nyamagabe,Buruhukiro,Bushigishigi,,,239,999,5192
Nyamagabe,Buruhukiro,Bushigishigi,Bushigishigi,,306,1123,5192
Nyamagabe,Buruhukiro,Bushigishigi,Giharayumbu,,269,906,2948
Nyamagabe,Buruhukiro,Bushigishigi,Mugote,,239,1163,3248
Nyamagabe,Buruhukiro,Bushigishigi,Rusekera,,259,804,4063
Nyamagabe,Buruhukiro,Byimana,,,287,1303,5588
Nyamagabe,Buruhukiro,Byimana,Bishyiga,,290,1085,2764
Nyamagabe,Buruhukiro,Byimana,Buhoro,,367,1372,4175
Nyamagabe,Buruhukiro,Byimana,Gakangaga,,295,1243,2624
Nyamagabe,Buruhukiro,Byimana,Gihumo,,296,1417,3121
Nyamagabe,Buruhukiro,Byimana,Kunyu,,326,1441,5588
Nyamagabe,Buruhukiro,Byimana,Rukeri,,287,1257,3645
Nyamagabe,Buruhukiro,Gifurwe,,,232,1484,5886
Nyamagabe,Buruhukiro,Gifurwe,Bitaba,,232,1916,4929
Nyamagabe,Buruhukiro,Gifurwe,Gifurwe,,351,1586,3930
Nyamagabe,Buruhukiro,Gifurwe,Munini,,270,1155,5886
Nyamagabe,Buruhukiro,Gifurwe,Nganzo,,378,1215,4471
Nyamagabe,Buruhukiro,Gifurwe,Nyamaberi,,294,1530,4064
Nyamagabe,Buruhukiro,Gifurwe,Ruronzi,,371,1438,4413
Nyamagabe,Buruhukiro,Gifurwe,Uwankiriye,,346,1547,3946
Nyamagabe,Buruhukiro,Kizimyamuriro,,,215,865,5850
Nyamagabe,Buruhukiro,Kizimyamuriro,Gikungu,,261,936,4555
Nyamagabe,Buruhukiro,Kizimyamuriro,Gishwati,,256,946,5015
Nyamagabe,Buruhukiro,Kizimyamuriro,Kagano,,229,777,2641
Nyamagabe,Buruhukiro,Kizimyamuriro,Kinaba,,215,870,5850
Nyamagabe,Buruhukiro,Kizimyamuriro,Minaga,,235,814,2292
Nyamagabe,Buruhukiro,Kizimyamuriro,Mujerenge,,228,905,4576
Nyamagabe,Buruhukiro,Kizimyamuriro,Tantamara,,241,934,4602
Nyamagabe,Buruhukiro,Kizimyamuriro,Uwinzira,,226,741,4339
Nyamagabe,Buruhukiro,Munini,,,215,1397,7042
Nyamagabe,Buruhukiro,Munini,Cyinyonza,,294,1363,5166
Nyamagabe,Buruhukiro,Munini,Gitovu,,232,990,3480
Nyamagabe,Buruhukiro,Munini,Magumira,,389,1516,5588
Nyamagabe,Buruhukiro,Munini,Matsinda,,357,1493,5756
Nyamagabe,Buruhukiro,Munini,Munini,,296,1271,5059
Nyamagabe,Buruhukiro,Munini,Rukwandu,,388,1502,4568
Nyamagabe,Buruhukiro,Munini,Rwamakara,,440,1871,7042
Nyamagabe,Buruhukiro,Munini,Uwinzovu,,215,1172,6558
Nyamagabe,Buruhukiro,Rambya,,,304,1393,4943
Nyamagabe,Buruhukiro,Rambya,Buruhukiro,,351,1377,3854
Nyamagabe,Buruhukiro,Rambya,Kibuburo,,336,1690,4943
Nyamagabe,Buruhukiro,Rambya,Mpanga,,388,1408,2841
Nyamagabe,Buruhukiro,Rambya,Nkamba,,347,1217,3341
Nyamagabe,Buruhukiro,Rambya,Ruseke,,304,1274,2717
Nyamagabe,Cyanika,,,,197,1529,7336
Nyamagabe,Cyanika,Gitega,,,243,1592,6988
Nyamagabe,Cyanika,Gitega,Birambo,,512,2085,6988
Nyamagabe,Cyanika,Gitega,Butare,,243,1426,6398
Nyamagabe,Cyanika,Gitega,Gaseke,,352,1575,3126
Nyamagabe,Cyanika,Gitega,Gasharu,,360,1588,4488
Nyamagabe,Cyanika,Gitega,Gitega,,396,1264,3372
Nyamagabe,Cyanika,Gitega,Kabuye,,371,1511,5832
Nyamagabe,Cyanika,Gitega,Kigarama,,247,1846,6281
Nyamagabe,Cyanika,Gitega,Maheresho,,303,1234,4745
Nyamagabe,Cyanika,Gitega,Miko,,703,2038,3475
Nyamagabe,Cyanika,Gitega,Munyereri,,336,1450,4676
Nyamagabe,Cyanika,Gitega,Munyinya,,387,1577,6148
Nyamagabe,Cyanika,Gitega,Musasa,,287,1692,6777
Nyamagabe,Cyanika,Gitega,Rusarasi,,273,1735,6355
Nyamagabe,Cyanika,Gitega,Rwingoma,,282,1271,5152
Nyamagabe,Cyanika,Karama,,,227,1536,6199
Nyamagabe,Cyanika,Karama,Birambo,,395,1636,3200
Nyamagabe,Cyanika,Karama,Karaba,,299,1345,4413
Nyamagabe,Cyanika,Karama,Karama,,405,1777,4194
Nyamagabe,Cyanika,Karama,Kavumu,,227,972,3957
Nyamagabe,Cyanika,Karama,Mugamba,,274,1758,5987
Nyamagabe,Cyanika,Karama,Munyinya,,394,1639,3150
Nyamagabe,Cyanika,Karama,Nyamisave,,278,1695,6199
Nyamagabe,Cyanika,Karama,Nyanza,,384,1515,4788
Nyamagabe,Cyanika,Karama,Rwamagana,,358,1490,3156
Nyamagabe,Cyanika,Kiyumba,,,203,1505,6540
Nyamagabe,Cyanika,Kiyumba,Gatare,,277,1605,5851
Nyamagabe,Cyanika,Kiyumba,Gatentwe,,238,1150,5363
Nyamagabe,Cyanika,Kiyumba,Gikomero,,268,1293,6540
Nyamagabe,Cyanika,Kiyumba,Gishike,,323,1993,6538
Nyamagabe,Cyanika,Kiyumba,Kabarera,,268,1492,3293
Nyamagabe,Cyanika,Kiyumba,Kagarama,,221,1235,5278
Nyamagabe,Cyanika,Kiyumba,Kaviri,,313,2360,6474
Nyamagabe,Cyanika,Kiyumba,Mugombwa,,251,1111,6089
Nyamagabe,Cyanika,Kiyumba,Nyarucyamu,,203,1305,4799
Nyamagabe,Cyanika,Ngoma,,,224,1574,6499
Nyamagabe,Cyanika,Ngoma,Kabarera,,224,1531,6350
Nyamagabe,Cyanika,Ngoma,Kamuhirwa,,248,1780,5070
Nyamagabe,Cyanika,Ngoma,Kavumu,,315,1761,6499
Nyamagabe,Cyanika,Ngoma,Kinga,,286,1392,4819
Nyamagabe,Cyanika,Ngoma,Murama,,302,1549,5602
Nyamagabe,Cyanika,Ngoma,Nyamirambo,,308,1431,6031
Nyamagabe,Cyanika,Nyanza,,,197,1652,7336
Nyamagabe,Cyanika,Nyanza,Buhiga,,372,2134,7336
Nyamagabe,Cyanika,Nyanza,Karaba,,197,860,5007
Nyamagabe,Cyanika,Nyanza,Kaviri,,362,1580,6010
Nyamagabe,Cyanika,Nyanza,Kibingo,,298,1742,5203
Nyamagabe,Cyanika,Nyanza,Mirama,,313,1700,6128
Nyamagabe,Cyanika,Nyanza,Mugombwa,,302,1862,6024
Nyamagabe,Cyanika,Nyanza,Nyabisindu,,356,1955,6336
Nyamagabe,Cyanika,Nyanza,Nyanza,,232,1012,6351
Nyamagabe,Cyanika,Nyanza,Rugaragara,,375,2027,6564
Nyamagabe,Cyanika,Nyanzoga,,,201,1267,6381
Nyamagabe,Cyanika,Nyanzoga,Bigazi,,215,1237,5107
Nyamagabe,Cyanika,Nyanzoga,Gafuhisha,,294,1278,5609
Nyamagabe,Cyanika,Nyanzoga,Kagarama,,270,1417,4824
Nyamagabe,Cyanika,Nyanzoga,Karuvenya,,201,1157,6117
Nyamagabe,Cyanika,Nyanzoga,Mbeho,,272,1134,5095
Nyamagabe,Cyanika,Nyanzoga,Mugari,,244,1262,6381
Nyamagabe,Cyanika,Nyanzoga,Nyamirama,,294,1216,4814
Nyamagabe,Cyanika,Nyanzoga,Rusenyi,,251,1431,5989
Nyamagabe,Gasaka,,,,232,2409,6624
Nyamagabe,Gasaka,Kigeme,,,242,2236,5234
Nyamagabe,Gasaka,Kigeme,Gakoma,,344,1972,3962
Nyamagabe,Gasaka,Kigeme,Gitaba,,481,2637,4296
Nyamagabe,Gasaka,Kigeme,Gitwa,,242,1051,5234
Nyamagabe,Gasaka,Kigeme,Munombe,,483,2962,4531
Nyamagabe,Gasaka,Kigeme,Nyentanga,,783,2557,4143
Nyamagabe,Gasaka,Ngiryi,,,257,2755,6425
Nyamagabe,Gasaka,Ngiryi,Karambi,,639,2971,4550
Nyamagabe,Gasaka,Ngiryi,Kibanda,,952,2723,3993
Nyamagabe,Gasaka,Ngiryi,Kitazigurwa,,600,2647,3992
Nyamagabe,Gasaka,Ngiryi,Munyege,,1754,4015,4817
Nyamagabe,Gasaka,Ngiryi,Ngiryi,,388,2563,6425
Nyamagabe,Gasaka,Ngiryi,Nyabivumu,,257,1109,5360
Nyamagabe,Gasaka,Ngiryi,Sumba,,924,3259,5500
Nyamagabe,Gasaka,Nyabivumu,,,321,2192,5719
Nyamagabe,Gasaka,Nyabivumu,Dusego,,531,2401,5133
Nyamagabe,Gasaka,Nyabivumu,Gasharu,,644,2060,4007
Nyamagabe,Gasaka,Nyabivumu,Nyabivumu,,980,2677,3842
Nyamagabe,Gasaka,Nyabivumu,Nyamirama,,321,1327,5719
Nyamagabe,Gasaka,Nyabivumu,Raro,,506,2495,3726
Nyamagabe,Gasaka,Nyamugari,,,303,2941,6532
Nyamagabe,Gasaka,Nyamugari,Kabacuzi,,954,3370,5472
Nyamagabe,Gasaka,Nyamugari,Kabajogo,,905,3073,4294
Nyamagabe,Gasaka,Nyamugari,Karama,,303,2387,6532
Nyamagabe,Gasaka,Nyamugari,Kigarama,,485,2673,5411
Nyamagabe,Gasaka,Nyamugari,Nyamugari,,675,2856,4333
Nyamagabe,Gasaka,Nyamugari,Nyarusange,,879,3290,4770
Nyamagabe,Gasaka,Nzega,,,353,2016,6624
Nyamagabe,Gasaka,Nzega,Gasaka,,682,2487,4411
Nyamagabe,Gasaka,Nzega,Gitantu,,511,2220,3755
Nyamagabe,Gasaka,Nzega,Kadoma,,615,2176,3691
Nyamagabe,Gasaka,Nzega,Nyarusange,,353,1455,6624
Nyamagabe,Gasaka,Nzega,Nzega,,423,1743,5878
Nyamagabe,Gasaka,Remera,,,232,2127,6445
Nyamagabe,Gasaka,Remera,Gitwa,,232,1619,5926
Nyamagabe,Gasaka,Remera,Kabeza,,875,3180,4636
Nyamagabe,Gasaka,Remera,Murambi,,355,2674,6445
Nyamagabe,Gasaka,Remera,Muriro,,299,1836,5441
Nyamagabe,Gasaka,Remera,Nyakibyeyi,,246,945,3690
Nyamagabe,Gasaka,Remera,Nyamifumba,,614,2509,4277
Nyamagabe,Gatare,,,,183,1593,8573
Nyamagabe,Gatare,Bakopfu,,,262,1673,7607
Nyamagabe,Gatare,Bakopfu,Karambo,,262,1284,6417
Nyamagabe,Gatare,Bakopfu,Karumbi,,312,1967,5509
Nyamagabe,Gatare,Bakopfu,Muhingo,,267,992,6332
Nyamagabe,Gatare,Bakopfu,Runaba,,546,2151,6768
Nyamagabe,Gatare,Bakopfu,Rushyarara,,523,2060,7607
Nyamagabe,Gatare,Bakopfu,Twiya,,342,1582,6101
Nyamagabe,Gatare,Gatare,,,202,1100,8573
Nyamagabe,Gatare,Gatare,Baziro,,320,1376,4665
Nyamagabe,Gatare,Gatare,Gashasha,,213,922,4973
Nyamagabe,Gatare,Gatare,Kiyovu,,263,1249,6302
Nyamagabe,Gatare,Gatare,Murembo,,202,824,4185
Nyamagabe,Gatare,Gatare,Rwamakara,,204,1231,7664
Nyamagabe,Gatare,Gatare,Uwisuri,,362,1000,8573
Nyamagabe,Gatare,Mukongoro,,,263,1597,6679
Nyamagabe,Gatare,Mukongoro,Gasharu,,383,1641,6679
Nyamagabe,Gatare,Mukongoro,Gikungu,,328,1522,4803
Nyamagabe,Gatare,Mukongoro,Kagano,,263,1204,6670
Nyamagabe,Gatare,Mukongoro,Kageyo,,319,2187,5018
Nyamagabe,Gatare,Mukongoro,Nyakabuye,,398,1503,4990
Nyamagabe,Gatare,Mukongoro,Rukereko,,337,1528,4686
Nyamagabe,Gatare,Ruganda,,,202,2008,6489
Nyamagabe,Gatare,Ruganda,Gasharu,,351,3002,6489
Nyamagabe,Gatare,Ruganda,Gituntu,,337,1662,5454
Nyamagabe,Gatare,Ruganda,Kamamara,,325,1291,5051
Nyamagabe,Gatare,Ruganda,Masangano,,298,1787,6034
Nyamagabe,Gatare,Ruganda,Runaba,,288,1978,5300
Nyamagabe,Gatare,Ruganda,Rwangambibi,,202,2329,5647
Nyamagabe,Gatare,Shyeru,,,183,1589,7713
Nyamagabe,Gatare,Shyeru,Baziro,,183,1460,6688
Nyamagabe,Gatare,Shyeru,Bimba,,237,1771,5591
Nyamagabe,Gatare,Shyeru,Kagusa,,251,2049,5002
Nyamagabe,Gatare,Shyeru,Karumbi,,484,1981,7660
Nyamagabe,Gatare,Shyeru,Ruhanga,,262,1177,4711
Nyamagabe,Gatare,Shyeru,Rushyarara,,214,1603,5573
Nyamagabe,Gatare,Shyeru,Rwangambibi,,263,1078,7713
Nyamagabe,Kaduha,,,,163,1475,6588
